0,83148.10278645775
1,81710.78703478129
2,233036.6242706026
3,108824.8222342366
4,97414.9095133487
5,122234.31552392045
6,146843.51150535193
7,164515.65568729662
8,134685.33988479184
9,104376.4410202964
10,117096.63328859322
11,99083.1189443248
12,133456.9782561144
13,59729.62975452546
14,145525.39939312162
15,90232.29302608126
16,92109.3104329132
17,242487.4652655162
18,110172.75731767937
19,108321.94776847184
20,174003.91921692164
21,112803.66060350277
22,124729.59509001499
23,211495.4403129241
24,104069.73270144539
25,92128.68376558136
26,192474.43860399717
27,85285.21979608615
28,195041.57938554874
29,202703.39153118955
30,170418.5586549205
31,117904.20877877716
32,64208.03274376259
33,158264.52677004304
34,68514.65090864654
35,128224.30063851194
36,104909.97023241242
37,109519.8591021196
38,216878.39176616585
39,113653.33095105964
40,111778.74464057654
41,207772.99340532816
42,166702.27986087138
43,141010.11808977195
44,168385.03745863104
45,128666.70207902021
46,146713.45146612596
47,256951.38564425733
48,128664.17692035732
49,111127.03144119181
50,134905.8787593909
51,98609.74030083392
52,135968.88903035776
53,109987.0570422697
54,138573.75053723995
55,219156.4732050505
56,201933.21388175694
57,188772.674570966
58,84530.90085334798
59,163606.74657193615
60,180908.49236694624
61,118321.1675937927
62,171863.99046097204
63,102877.11533748162
64,246733.94576592752
65,143902.09399454895
66,107529.91369664847
67,148833.64879035577
68,152802.1337424453
69,116904.4262924307
70,153321.8722926913
71,136443.01537049416
72,131875.31978180553
73,97837.96365000214
74,100908.0945380945
75,99910.89653322638
76,135659.5043218258
77,114535.01130281996
78,120923.4505689643
79,170007.64343838787
80,156219.38637013282
81,227956.19224159443
82,118861.18103265445
83,67444.56603819274
84,103792.46281952661
85,130763.66894835183
86,110109.1564242919
87,79100.77799345643
88,87391.01580057641
89,110539.16890500554
90,97782.29159857199
91,104022.79568934541
92,197302.24600442153
93,83322.68682538021
94,114596.86695435217
95,141766.47902158176
96,123362.99107449167
97,87275.3468950136
98,198316.3165947823
99,216126.1264968423
100,80220.36549173605
101,163910.8007056977
102,109299.01761708275
103,129943.85097286108
104,143802.64210946628
105,191852.55905295126
106,195582.86439437707
107,103885.36458390509
108,171076.75730747756
109,110409.90385108284
110,92838.56161715875
111,120133.05309627365
112,110955.58324137729
113,97482.25053290473
114,97204.45374727674
115,103608.68664629207
116,108433.26618265736
117,144833.64150527178
118,141833.92191568518
119,101280.105606278
120,184973.8618023191
121,106223.83871791496
122,156419.7132452773
123,132408.7107645715
124,228837.72951167368
125,87569.42643622376
126,145102.94950767278
127,252415.61330636864
128,146493.7835435449
129,217520.98109328462
130,143744.6545578684
131,117074.31500448853
132,228180.2371366486
133,193560.90457949514
134,132134.99527505433
135,111567.52993026751
136,102653.83601447062
137,159011.22338320222
138,138760.47486913681
139,76472.46616290906
140,99872.34235710489
141,188488.20567011595
142,156804.4181876369
